Date,CIPLA,HUL,INFY,RIL
04-02-2022,941.52594,2251.071777,1704.229492,2324.302246
07-02-2022,928.787781,2203.251465,1678.682129,2310.144775
08-02-2022,943.466492,2209.838867,1680.933472,2348.978027
09-02-2022,963.568848,2222.818359,1700.51001,2376.345459
10-02-2022,970.335938,2228.186035,1732.125854,2373.902832
11-02-2022,953.865967,2203.641602,1684.897583,2369.266602
14-02-2022,950.283386,2174.900635,1646.57666,2331.530518
15-02-2022,917.393127,2234.968994,1701.439697,2410.691895
16-02-2022,928.588745,2231.455566,1696.594604,2405.707031
17-02-2022,923.712463,2251.998779,1688.274658,2436.165283
18-02-2022,904.704773,2256.878418,1670.80249,2417.122559
21-02-2022,902.86377,2239.555664,1694.049561,2392.696045
22-02-2022,908.98407,2215.303711,1697.622314,2381.828857
23-02-2022,910.476807,2205.983643,1705.942261,2366.923828
24-02-2022,891.469116,2119.126221,1642.612549,2248.979004
25-02-2022,919.184509,2118.442871,1658.714111,2277.094238
28-02-2022,920.577698,2119.809814,1679.269409,2352.467529
02-03-2022,918.637085,2097.363525,1666.740601,2391.350342
03-03-2022,930.380127,2040.661865,1684.408203,2371.161133
04-03-2022,926.697998,1970.883179,1686.806396,2318.56958
07-03-2022,936.599915,1897.151855,1703.005859,2232.827637
08-03-2022,964.862549,1902.080444,1740.543823,2228.789795
09-03-2022,976.804565,1949.803223,1774.949341,2347.033936
10-03-2022,982.277954,2051.348145,1787.233643,2385.069092
11-03-2022,1038.902832,2043.97998,1783.41626,2391.948486
14-03-2022,1043.5802,2009.72522,1850.661377,2411.589355
15-03-2022,1062.886353,1989.132935,1800.349854,2356.355713
16-03-2022,1050.695679,2022.265503,1849.388916,2396.135986
17-03-2022,1043.430908,2051.445801,1815.325806,2474.250732
21-03-2022,1045.222168,2001.819946,1813.808716,2459.993652
22-03-2022,1027.607666,1945.509033,1847.431274,2523.552246
23-03-2022,1009.545471,1930.919067,1832.749023,2531.578125
24-03-2022,1024.025146,1918.573608,1846.746094,2570.909668
25-03-2022,1008.600098,1905.984131,1836.811157,2588.058105
28-03-2022,1012.182678,1927.552002,1834.217163,2614.07959
29-03-2022,1033.827515,1939.214478,1846.060913,2614.677979
30-03-2022,1023.975342,1967.369995,1863.630737,2664.926514
31-03-2022,1013.128052,1999.331299,1866.46936,2626.841309
